material_id,cif,energy_per_atom,formation_energy_per_atom,energy_above_hull,band_gap
1405211,"# generated using pymatgen
data_MgNiO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.88720800
_cell_length_b   8.14250264
_cell_length_c   8.41321032
_cell_angle_alpha   83.35366102
_cell_angle_beta   80.18009772
_cell_angle_gamma   80.04220202
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgNiO2
_chemical_formula_sum   'Mg4 Ni4 O8'
_cell_volume   191.19372446
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.84506900  0.22797500  0.57186000  1
  Mg  Mg1  1  0.15493100  0.77202500  0.42814000  1
  Mg  Mg2  1  0.57904500  0.13100400  0.20917600  1
  Mg  Mg3  1  0.42095500  0.86899600  0.79082400  1
  Ni  Ni4  1  0.12917400  0.55405500  0.69167500  1
  Ni  Ni5  1  0.71221400  0.19007700  0.88276600  1
  Ni  Ni6  1  0.28778600  0.80992300  0.11723400  1
  Ni  Ni7  1  0.87082600  0.44594500  0.30832500  1
  O  O8  1  0.31908200  0.59535000  0.26627300  1
  O  O9  1  0.86681400  0.82165700  0.94574900  1
  O  O10  1  0.13318600  0.17834300  0.05425100  1
  O  O11  1  0.68091800  0.40465000  0.73372700  1
  O  O12  1  0.58936500  0.71884600  0.61145600  1
  O  O13  1  0.33589700  0.10625200  0.71058800  1
  O  O14  1  0.41063500  0.28115400  0.38854400  1
  O  O15  1  0.66410300  0.89374800  0.28941200  1
",-6.162024975,-1.835392799,0.30009816,0.0009
2221118,"# generated using pymatgen
data_MgNiO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.64562535
_cell_length_b   5.65358172
_cell_length_c   5.64562574
_cell_angle_alpha   31.77951269
_cell_angle_beta   31.82034566
_cell_angle_gamma   31.77951567
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgNiO2
_chemical_formula_sum   'Mg1 Ni1 O2'
_cell_volume   44.42638539
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.35325600  0.36200000  0.35325600  1
  Ni  Ni1  1  0.51492700  0.51449600  0.51492500  1
  O  O2  1  0.74463900  0.75084600  0.74463700  1
  O  O3  1  0.23718300  0.23515500  0.23718100  1
",-6.159920385,-1.833288209,0.30220275,1.9593
1043253,"# generated using pymatgen
data_Mg(Fe2O3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.27662472
_cell_length_b   5.27662472
_cell_length_c   15.34268800
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   147.31149618
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg(Fe2O3)2
_chemical_formula_sum   'Mg2 Fe8 O12'
_cell_volume   230.70929874
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.34821000  0.65179000  0.75000000  1
  Mg  Mg1  1  0.65179000  0.34821000  0.25000000  1
  Fe  Fe2  1  0.13455000  0.86545000  0.04634600  1
  Fe  Fe3  1  0.60034300  0.39965700  0.63768600  1
  Fe  Fe4  1  0.86545000  0.13455000  0.95365400  1
  Fe  Fe5  1  0.39965700  0.60034300  0.36231400  1
  Fe  Fe6  1  0.13455000  0.86545000  0.45365400  1
  Fe  Fe7  1  0.86545000  0.13455000  0.54634600  1
  Fe  Fe8  1  0.39965700  0.60034300  0.13768600  1
  Fe  Fe9  1  0.60034300  0.39965700  0.86231400  1
  O  O10  1  0.50000000  0.50000000  0.50000000  1
  O  O11  1  0.50000000  0.50000000  0.00000000  1
  O  O12  1  0.96361200  0.03638800  0.83562600  1
  O  O13  1  0.03638800  0.96361200  0.16437400  1
  O  O14  1  0.03638800  0.96361200  0.33562600  1
  O  O15  1  0.96361200  0.03638800  0.66437400  1
  O  O16  1  0.21335900  0.78664100  0.91597000  1
  O  O17  1  0.78664100  0.21335900  0.08403000  1
  O  O18  1  0.78664100  0.21335900  0.41597000  1
  O  O19  1  0.21335900  0.78664100  0.58403000  1
  O  O20  1  0.70183800  0.29816200  0.75000000  1
  O  O21  1  0.29816200  0.70183800  0.25000000  1
",-7.706289392,-1.779169312,0.137303153,0.8882
2217299,"# generated using pymatgen
data_Mg(Fe2O3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.21812422
_cell_length_b   5.85758260
_cell_length_c   5.21802429
_cell_angle_alpha   63.60053343
_cell_angle_beta   119.99226420
_cell_angle_gamma   116.44383480
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg(Fe2O3)2
_chemical_formula_sum   'Mg1 Fe4 O6'
_cell_volume   118.50468479
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.99999900  0.00000000  0.00000000  1
  Fe  Fe1  1  0.35457000  0.06388800  0.64533400  1
  Fe  Fe2  1  0.17219300  0.51704600  0.82751700  1
  Fe  Fe3  1  0.64542800  0.93611200  0.35466500  1
  Fe  Fe4  1  0.82780100  0.48295500  0.17248400  1
  O  O5  1  0.58431000  0.77301200  0.05921600  1
  O  O6  1  0.24801400  0.77314200  0.41548300  1
  O  O7  1  0.05933900  0.22687000  0.24828700  1
  O  O8  1  0.75197500  0.22684000  0.58451400  1
  O  O9  1  0.41569700  0.22699500  0.94078900  1
  O  O10  1  0.94067400  0.77313800  0.75170900  1
",-7.680423977,-1.753303897,0.163168568,1.4695
2217884,"# generated using pymatgen
data_Mg(Fe2O3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.34262413
_cell_length_b   5.81735866
_cell_length_c   5.34206196
_cell_angle_alpha   62.59724872
_cell_angle_beta   120.01992757
_cell_angle_gamma   117.39125037
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg(Fe2O3)2
_chemical_formula_sum   'Mg1 Fe4 O6'
_cell_volume   121.79091701
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.24934154  0.74785336  0.75077139  1
  Fe  Fe1  1  0.47503091  0.42519913  0.52487973  1
  Fe  Fe2  1  0.02539211  0.07634969  0.97451275  1
  Fe  Fe3  1  0.65988288  0.97921945  0.34028488  1
  Fe  Fe4  1  0.84041199  0.52102725  0.15983092  1
  O  O5  1  0.61501107  0.74975232  0.11539094  1
  O  O6  1  0.24992045  0.75028342  0.38474194  1
  O  O7  1  0.04714480  0.25039959  0.24997077  1
  O  O8  1  0.74998652  0.25005345  0.54689195  1
  O  O9  1  0.45324204  0.25028822  0.95291693  1
  O  O10  1  0.88463468  0.74957410  0.74980680  1
",-7.671350063,-1.744229982,0.172242483,1.0943
1233316,"# generated using pymatgen
data_Mg(Fe2O3)4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.18369373
_cell_length_b   5.23480570
_cell_length_c   8.70480293
_cell_angle_alpha   98.68341080
_cell_angle_beta   86.45092701
_cell_angle_gamma   102.32557491
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg(Fe2O3)4
_chemical_formula_sum   'Mg1 Fe8 O12'
_cell_volume   228.01291011
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.45905700  0.43025300  0.68209300  1
  Fe  Fe1  1  0.27865000  0.53507700  0.08550700  1
  Fe  Fe2  1  0.29437600  0.02333000  0.39517700  1
  Fe  Fe3  1  0.03253900  0.50635500  0.51028000  1
  Fe  Fe4  1  0.21791400  0.91501600  0.86616700  1
  Fe  Fe5  1  0.76774600  0.45283600  0.92827800  1
  Fe  Fe6  1  0.76738700  0.97823200  0.61480900  1
  Fe  Fe7  1  0.59002900  0.54422400  0.34027200  1
  Fe  Fe8  1  0.85019700  0.07137400  0.15659100  1
  O  O9  1  0.43351700  0.64836900  0.89104600  1
  O  O10  1  0.11495800  0.21719900  0.60548800  1
  O  O11  1  0.13299700  0.32390600  0.28835200  1
  O  O12  1  0.50717900  0.82333600  0.22673900  1
  O  O13  1  0.61382900  0.32400000  0.14040900  1
  O  O14  1  0.91721800  0.78345300  0.41113100  1
  O  O15  1  0.92535400  0.71497400  0.72092100  1
  O  O16  1  0.55327700  0.14058300  0.78466700  1
  O  O17  1  0.01711900  0.76229800  0.05703300  1
  O  O18  1  0.65617900  0.28028500  0.48309800  1
  O  O19  1  0.05239200  0.21535300  0.97050900  1
  O  O20  1  0.41808400  0.70954600  0.53786200  1
",-7.770650819,-1.638928354,0.17783882,1.3876
1233563,"# generated using pymatgen
data_Mg(Fe2O3)4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.38792100
_cell_length_b   5.29365682
_cell_length_c   9.31768145
_cell_angle_alpha   73.45629345
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg(Fe2O3)4
_chemical_formula_sum   'Mg1 Fe8 O12'
_cell_volume   254.75549217
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.31100600  0.25000000  0.50000000  1
  Fe  Fe1  1  0.25487500  0.48676200  0.08897700  1
  Fe  Fe2  1  0.19291400  0.90712700  0.30097500  1
  Fe  Fe3  1  0.19291400  0.59287300  0.69902500  1
  Fe  Fe4  1  0.25487600  0.01323800  0.91102300  1
  Fe  Fe5  1  0.73652800  0.51345400  0.91140100  1
  Fe  Fe6  1  0.78582800  0.08875400  0.69745900  1
  Fe  Fe7  1  0.78582800  0.41124600  0.30254100  1
  Fe  Fe8  1  0.73652700  0.98654600  0.08859900  1
  O  O9  1  0.38410800  0.67470700  0.86498500  1
  O  O10  1  0.16147200  0.21694300  0.70086400  1
  O  O11  1  0.16147200  0.28305700  0.29913600  1
  O  O12  1  0.38410800  0.82529300  0.13501500  1
  O  O13  1  0.60335000  0.33481300  0.12366800  1
  O  O14  1  0.86500100  0.80628900  0.28326000  1
  O  O15  1  0.86500100  0.69371100  0.71674000  1
  O  O16  1  0.60335000  0.16518700  0.87633200  1
  O  O17  1  0.95145500  0.75000000  0.00000000  1
  O  O18  1  0.66146300  0.25000000  0.50000000  1
  O  O19  1  0.05167600  0.25000000  0.00000000  1
  O  O20  1  0.29375000  0.75000000  0.50000000  1
",-7.731465217,-1.599742752,0.217024421,0.8106
1234465,"# generated using pymatgen
data_Mg(Fe2O3)4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.34268918
_cell_length_b   5.76167258
_cell_length_c   7.61891238
_cell_angle_alpha   98.31473276
_cell_angle_beta   88.08556323
_cell_angle_gamma   92.54382002
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg(Fe2O3)4
_chemical_formula_sum   'Mg1 Fe8 O12'
_cell_volume   231.75129561
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.74259100  0.74365100  0.74940400  1
  Fe  Fe1  1  0.27689300  0.53826200  0.09890200  1
  Fe  Fe2  1  0.23493700  0.94157400  0.41318900  1
  Fe  Fe3  1  0.23644600  0.54044700  0.59702700  1
  Fe  Fe4  1  0.25045000  0.93711600  0.91076800  1
  Fe  Fe5  1  0.79465200  0.38573900  0.92996900  1
  Fe  Fe6  1  0.70055200  0.12980100  0.57938800  1
  Fe  Fe7  1  0.76153800  0.66157600  0.31586100  1
  Fe  Fe8  1  0.74477100  0.04819800  0.12339100  1
  O  O9  1  0.40778200  0.60173200  0.84336400  1
  O  O10  1  0.08501300  0.87429000  0.67320800  1
  O  O11  1  0.12817900  0.59121700  0.34864200  1
  O  O12  1  0.39035400  0.88850700  0.15984100  1
  O  O13  1  0.59242700  0.40175500  0.15214000  1
  O  O14  1  0.89729100  0.03160800  0.36307600  1
  O  O15  1  0.88981800  0.41538100  0.67893500  1
  O  O16  1  0.60895800  0.07329800  0.84308100  1
  O  O17  1  0.93535900  0.72189800  0.00090000  1
  O  O18  1  0.39718200  0.24521300  0.50876100  1
  O  O19  1  0.08161100  0.23381000  0.01377200  1
  O  O20  1  0.54319500  0.78242800  0.52673700  1
",-7.789757783,-1.658035318,0.158731855,1.1305
2216375,"# generated using pymatgen
data_Mg(Fe2O3)4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.31251700
_cell_length_b   5.70925804
_cell_length_c   7.67832318
_cell_angle_alpha   84.02167378
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg(Fe2O3)4
_chemical_formula_sum   'Mg1 Fe8 O12'
_cell_volume   231.62102387
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.75500100  0.75000000  0.00000000  1
  Fe  Fe1  1  0.24382700  0.45141800  0.09158600  1
  Fe  Fe2  1  0.23592500  0.04100200  0.40272100  1
  Fe  Fe3  1  0.23592500  0.45899800  0.59727900  1
  Fe  Fe4  1  0.24382800  0.04858200  0.90841400  1
  Fe  Fe5  1  0.73945500  0.30351700  0.78271400  1
  Fe  Fe6  1  0.74122300  0.93557000  0.60095500  1
  Fe  Fe7  1  0.74122300  0.56443000  0.39904500  1
  Fe  Fe8  1  0.73945400  0.19648300  0.21728600  1
  O  O9  1  0.38043500  0.39899000  0.83634900  1
  O  O10  1  0.07578300  0.10599300  0.65621500  1
  O  O11  1  0.07578300  0.39400700  0.34378500  1
  O  O12  1  0.38043500  0.10101000  0.16365100  1
  O  O13  1  0.58723600  0.54217800  0.17148900  1
  O  O14  1  0.89377300  0.90520900  0.35690400  1
  O  O15  1  0.89377300  0.59479100  0.64309600  1
  O  O16  1  0.58723600  0.95782200  0.82851100  1
  O  O17  1  0.11124500  0.75000000  0.00000000  1
  O  O18  1  0.54905700  0.25000000  0.50000000  1
  O  O19  1  0.95704700  0.25000000  0.00000000  1
  O  O20  1  0.43233500  0.75000000  0.50000000  1
",-7.769500889,-1.637778424,0.17898875,0.7276
757008,"# generated using pymatgen
data_Mg(Fe5O8)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   10.21391401
_cell_length_b   10.21391401
_cell_length_c   10.21391386
_cell_angle_alpha   33.97571970
_cell_angle_beta   33.97571970
_cell_angle_gamma   33.97572243
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg(Fe5O8)2
_chemical_formula_sum   'Mg1 Fe10 O16'
_cell_volume   296.61793757
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.19090100  0.19090100  0.19090100  1
  Fe  Fe1  1  0.50271000  0.50271000  0.50271000  1
  Fe  Fe2  1  0.75216100  0.25016200  0.75216100  1
  Fe  Fe3  1  0.25016200  0.75216100  0.75216100  1
  Fe  Fe4  1  0.68758500  0.68758500  0.68758500  1
  Fe  Fe5  1  0.75216100  0.75216100  0.25016200  1
  Fe  Fe6  1  0.30718800  0.30718800  0.30718800  1
  Fe  Fe7  1  0.75565300  0.24245700  0.24245700  1
  Fe  Fe8  1  0.24245700  0.75565300  0.24245700  1
  Fe  Fe9  1  0.24245700  0.24245700  0.75565300  1
  Fe  Fe10  1  0.81259400  0.81259400  0.81259400  1
  O  O11  1  0.39637000  0.84618600  0.39637000  1
  O  O12  1  0.84618600  0.39637000  0.39637000  1
  O  O13  1  0.62048000  0.62048000  0.62048000  1
  O  O14  1  0.39637000  0.39637000  0.84618600  1
  O  O15  1  0.11187200  0.11187200  0.62807900  1
  O  O16  1  0.87925200  0.87925200  0.87925200  1
  O  O17  1  0.62807900  0.11187200  0.11187200  1
  O  O18  1  0.11187200  0.62807900  0.11187200  1
  O  O19  1  0.87937500  0.38194900  0.87937500  1
  O  O20  1  0.38194900  0.87937500  0.87937500  1
  O  O21  1  0.12058000  0.12058000  0.12058000  1
  O  O22  1  0.87937500  0.87937500  0.38194900  1
  O  O23  1  0.37695100  0.37695100  0.37695100  1
  O  O24  1  0.61316600  0.61316600  0.14892700  1
  O  O25  1  0.61316600  0.14892700  0.61316600  1
  O  O26  1  0.14892700  0.61316600  0.61316600  1
",-7.813113638,-1.683555927,0.142256911,1.1054
1040986,"# generated using pymatgen
data_Mg(FeO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.04956837
_cell_length_b   6.04956837
_cell_length_c   14.80643700
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000407
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg(FeO2)2
_chemical_formula_sum   'Mg6 Fe12 O24'
_cell_volume   469.27774200
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.00000000  0.00000000  0.04518300  1
  Mg  Mg1  1  0.33333300  0.66666700  0.37932900  1
  Mg  Mg2  1  0.66666700  0.33333300  0.33558700  1
  Mg  Mg3  1  0.66666700  0.33333300  0.70860800  1
  Mg  Mg4  1  0.33333300  0.66666700  0.00206000  1
  Mg  Mg5  1  0.33333300  0.66666700  0.62260500  1
  Fe  Fe6  1  0.49639400  0.99278800  0.16588400  1
  Fe  Fe7  1  0.49639400  0.50360600  0.16588400  1
  Fe  Fe8  1  0.83078200  0.66156300  0.49867700  1
  Fe  Fe9  1  0.00721200  0.50360600  0.16588400  1
  Fe  Fe10  1  0.83078200  0.16921800  0.49867700  1
  Fe  Fe11  1  0.00000000  0.00000000  0.66347700  1
  Fe  Fe12  1  0.00000000  0.00000000  0.28747000  1
  Fe  Fe13  1  0.16493100  0.32986300  0.83229400  1
  Fe  Fe14  1  0.33843700  0.16921800  0.49867700  1
  Fe  Fe15  1  0.16493100  0.83506900  0.83229400  1
  Fe  Fe16  1  0.67013700  0.83506900  0.83229400  1
  Fe  Fe17  1  0.66666700  0.33333300  0.95648400  1
  O  O18  1  0.17888800  0.35777700  0.08965400  1
  O  O19  1  0.33333300  0.66666700  0.24224100  1
  O  O20  1  0.17888800  0.82111200  0.08965400  1
  O  O21  1  0.64222300  0.82111200  0.08965400  1
  O  O22  1  0.51163100  0.02326300  0.42376200  1
  O  O23  1  0.35175900  0.17587900  0.24545300  1
  O  O24  1  0.66666700  0.33333300  0.57499300  1
  O  O25  1  0.82412100  0.17587900  0.24545300  1
  O  O26  1  0.66666700  0.33333300  0.08898200  1
  O  O27  1  0.51163100  0.48836900  0.42376200  1
  O  O28  1  0.97673700  0.48836900  0.42376200  1
  O  O29  1  0.82412100  0.64824100  0.24545300  1
  O  O30  1  0.84707700  0.69415400  0.75354300  1
  O  O31  1  0.69569400  0.84784700  0.57975000  1
  O  O32  1  0.15215300  0.84784700  0.57975000  1
  O  O33  1  0.00000000  0.00000000  0.90756000  1
  O  O34  1  0.00000000  0.00000000  0.41964100  1
  O  O35  1  0.84707700  0.15292300  0.75354300  1
  O  O36  1  0.30584600  0.15292300  0.75354300  1
  O  O37  1  0.15215300  0.30430600  0.57975000  1
  O  O38  1  0.01510000  0.50755000  0.91249800  1
  O  O39  1  0.49245000  0.50755000  0.91249800  1
  O  O40  1  0.33333300  0.66666700  0.76131700  1
  O  O41  1  0.49245000  0.98490000  0.91249800  1
",-7.553607504,-2.073270867,0.091746213,1.4584
1045551,"# generated using pymatgen
data_Mg(FeO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.96618767
_cell_length_b   5.96618767
_cell_length_c   5.96618767
_cell_angle_alpha   118.66061098
_cell_angle_beta   118.46925668
_cell_angle_gamma   92.50419208
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg(FeO2)2
_chemical_formula_sum   'Mg2 Fe4 O8'
_cell_volume   153.26583574
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.00000000  0.00000000  0.00000000  1
  Mg  Mg1  1  0.50000000  0.00000000  0.50000000  1
  Fe  Fe2  1  0.00000000  0.00000000  0.50000000  1
  Fe  Fe3  1  0.00000000  0.50000000  0.50000000  1
  Fe  Fe4  1  0.00000000  0.50000000  0.00000000  1
  Fe  Fe5  1  0.50000000  0.50000000  0.00000000  1
  O  O6  1  0.77366200  0.74459300  0.02906900  1
  O  O7  1  0.75620200  0.75039800  0.49419600  1
  O  O8  1  0.21552400  0.74459300  0.47093100  1
  O  O9  1  0.24379800  0.73799400  0.99419600  1
  O  O10  1  0.78447600  0.25540700  0.52906900  1
  O  O11  1  0.24379800  0.24960200  0.50580400  1
  O  O12  1  0.75620200  0.26200600  0.00580400  1
  O  O13  1  0.22633800  0.25540700  0.97093100  1
",-7.441127811,-1.960791174,0.204225906,0.9426
1049284,"# generated using pymatgen
data_Mg(FeO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.02627008
_cell_length_b   6.02627008
_cell_length_c   14.75589700
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000086
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg(FeO2)2
_chemical_formula_sum   'Mg6 Fe12 O24'
_cell_volume   464.08061279
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.33333300  0.66666700  0.95396200  1
  Mg  Mg1  1  0.00000000  0.00000000  0.62422200  1
  Mg  Mg2  1  0.00000000  0.00000000  0.99665500  1
  Mg  Mg3  1  0.66666700  0.33333300  0.29208900  1
  Mg  Mg4  1  0.33333300  0.66666700  0.71066300  1
  Mg  Mg5  1  0.00000000  0.00000000  0.37494400  1
  Fe  Fe6  1  0.83576700  0.67153400  0.83380700  1
  Fe  Fe7  1  0.32846600  0.16423300  0.83380700  1
  Fe  Fe8  1  0.50036900  0.00073700  0.50086600  1
  Fe  Fe9  1  0.83576700  0.16423300  0.83380700  1
  Fe  Fe10  1  0.66666700  0.33333300  0.66838200  1
  Fe  Fe11  1  0.99926300  0.49963100  0.50086600  1
  Fe  Fe12  1  0.16819900  0.33639800  0.16702600  1
  Fe  Fe13  1  0.50036900  0.49963100  0.50086600  1
  Fe  Fe14  1  0.16819900  0.83180100  0.16702600  1
  Fe  Fe15  1  0.33333300  0.66666700  0.33526200  1
  Fe  Fe16  1  0.66360200  0.83180100  0.16702600  1
  Fe  Fe17  1  0.66666700  0.33333300  0.04371300  1
  O  O18  1  0.68983000  0.84491500  0.90958600  1
  O  O19  1  0.00000000  0.00000000  0.75813400  1
  O  O20  1  0.15508500  0.84491500  0.90958600  1
  O  O21  1  0.15508500  0.31017000  0.90958600  1
  O  O22  1  0.51477400  0.02954800  0.75382800  1
  O  O23  1  0.35991700  0.17995900  0.57955700  1
  O  O24  1  0.51477400  0.48522600  0.75382800  1
  O  O25  1  0.66666700  0.33333300  0.91312800  1
  O  O26  1  0.82004100  0.17995900  0.57955700  1
  O  O27  1  0.66666700  0.33333300  0.42645600  1
  O  O28  1  0.97045200  0.48522600  0.75382800  1
  O  O29  1  0.82004100  0.64008300  0.57955700  1
  O  O30  1  0.17987100  0.35974200  0.41981200  1
  O  O31  1  0.02767000  0.51383500  0.24695700  1
  O  O32  1  0.17987100  0.82012900  0.41981200  1
  O  O33  1  0.33333300  0.66666700  0.57394600  1
  O  O34  1  0.33333300  0.66666700  0.09275900  1
  O  O35  1  0.48616500  0.51383500  0.24695700  1
  O  O36  1  0.64025800  0.82012900  0.41981200  1
  O  O37  1  0.48616500  0.97233000  0.24695700  1
  O  O38  1  0.84113000  0.68225900  0.08784300  1
  O  O39  1  0.00000000  0.00000000  0.23798400  1
  O  O40  1  0.84113000  0.15887000  0.08784300  1
  O  O41  1  0.31774100  0.15887000  0.08784300  1
",-7.563638092,-2.083301455,0.081715625,1.4132
