material_id,cif,formula_pretty,energy_per_atom,formation_energy_per_atom,energy_above_hull,band_gap,cbm,vbm,efermi,total_magnetization,total_magnetization_normalized_vol,total_magnetization_normalized_formula_units,num_magnetic_sites,num_unique_magnetic_sites
1183249,"# generated using pymatgen
data_Ag3Se
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.02630096
_cell_length_b   6.02630096
_cell_length_c   4.85159300
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00001055
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ag3Se
_chemical_formula_sum   'Ag6 Se2'
_cell_volume   152.58666480
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.16250400  0.32500900  0.25000000  1
  Ag  Ag1  1  0.67499100  0.83749600  0.25000000  1
  Ag  Ag2  1  0.16250400  0.83749600  0.25000000  1
  Ag  Ag3  1  0.83749600  0.67499100  0.75000000  1
  Ag  Ag4  1  0.32500900  0.16250400  0.75000000  1
  Ag  Ag5  1  0.83749600  0.16250400  0.75000000  1
  Se  Se6  1  0.33333300  0.66666700  0.75000000  1
  Se  Se7  1  0.66666700  0.33333300  0.25000000  1
",Ag3Se,-19.62419541,-0.029397497,0.070606011,0,,,3.63062628,0.0001727,1.13E-06,8.64E-05,0,0
379,"# generated using pymatgen
data_AgSe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.22652714
_cell_length_b   4.22652714
_cell_length_c   4.22652714
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AgSe
_chemical_formula_sum   'Ag1 Se1'
_cell_volume   53.38705786
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.00000000  0.00000000  0.00000000  1
  Se  Se1  1  0.75000000  0.75000000  0.75000000  1
",AgSe,-17.91357039,-0.079851703,0.020151804,0,,,1.39202411,2.22E-05,4.16E-07,2.22E-05,0,0
1101086,"# generated using pymatgen
data_AgSe5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   11.15513799
_cell_length_b   11.15513799
_cell_length_c   6.90996111
_cell_angle_alpha   74.95348376
_cell_angle_beta   74.95348376
_cell_angle_gamma   119.83342723
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AgSe5
_chemical_formula_sum   'Ag2 Se10'
_cell_volume   638.07524579
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.36677600  0.33419400  0.70455900  1
  Ag  Ag1  1  0.33419400  0.36677600  0.20455900  1
  Se  Se2  1  0.14161500  0.28003600  0.02948000  1
  Se  Se3  1  0.28003600  0.14161500  0.52948000  1
  Se  Se4  1  0.14460300  0.49683600  0.86828700  1
  Se  Se5  1  0.49683600  0.14460300  0.36828700  1
  Se  Se6  1  0.71250800  0.40680300  0.15829300  1
  Se  Se7  1  0.40680300  0.71250800  0.65829300  1
  Se  Se8  1  0.65251400  0.51804100  0.88398700  1
  Se  Se9  1  0.51804100  0.65251400  0.38398700  1
  Se  Se10  1  0.39461800  0.63165600  0.15549600  1
  Se  Se11  1  0.63165600  0.39461800  0.65549600  1
",AgSe5,-15.37166648,0.113946571,0.147281074,0,,,-1.33837448,0.03504,5.49E-05,0.01752,0,0
1229101,"# generated using pymatgen
data_Ag2Te
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.66942694
_cell_length_b   4.66942694
_cell_length_c   4.66942694
_cell_angle_alpha   117.17108183
_cell_angle_beta   117.17108183
_cell_angle_gamma   94.97390768
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ag2Te
_chemical_formula_sum   'Ag2 Te1'
_cell_volume   74.76399260
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.75000000  0.25000000  0.50000000  1
  Ag  Ag1  1  0.25000000  0.75000000  0.50000000  1
  Te  Te2  1  0.00000000  0.00000000  0.00000000  1
",Ag2Te,-22.76138147,-0.051721933,0.043467938,0,,,3.86864953,0,0,0,0,0
1247858,"# generated using pymatgen
data_Ag2Te
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   16.24211489
_cell_length_b   16.43273039
_cell_length_c   55.00260655
_cell_angle_alpha   52.47896601
_cell_angle_beta   53.00997021
_cell_angle_gamma   57.45431254
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ag2Te
_chemical_formula_sum   'Ag8 Te4'
_cell_volume   8952.70026454
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.69980822  0.50006902  0.12497814  1
  Ag  Ag1  1  0.50269782  0.30275596  0.37500597  1
  Ag  Ag2  1  0.75001449  0.74991554  0.18753076  1
  Ag  Ag3  1  0.69728599  0.49736247  0.37496772  1
  Ag  Ag4  1  0.30098920  0.49989134  0.62504546  1
  Ag  Ag5  1  0.69896755  0.49998739  0.62503334  1
  Ag  Ag6  1  0.51706890  0.68318114  0.87496092  1
  Ag  Ag7  1  0.68321446  0.51701145  0.87496106  1
  Te  Te8  1  0.00010264  0.00001940  0.99991762  1
  Te  Te9  1  0.99989098  0.99988009  0.25008477  1
  Te  Te10  1  0.00011387  0.00008921  0.49993233  1
  Te  Te11  1  0.99984587  0.99983698  0.75008190  1
",Ag2Te,-20.41513077,2.294528761,2.389718633,0.0652,-4.5183,-4.5835,-4.58157281,9.6239042,0.001074972,2.40597605,10,12
1592,"# generated using pymatgen
data_Ag2Te
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.50535051
_cell_length_b   8.35313798
_cell_length_c   7.95701872
_cell_angle_alpha   112.56029724
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ag2Te
_chemical_formula_sum   'Ag8 Te4'
_cell_volume   276.53771439
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.11261704  0.34009418  0.37484830  1
  Ag  Ag1  1  0.61261704  0.15990582  0.12515170  1
  Ag  Ag2  1  0.88738296  0.65990582  0.62515170  1
  Ag  Ag3  1  0.38738296  0.84009418  0.87484830  1
  Ag  Ag4  1  0.86077432  0.65305538  0.98830639  1
  Ag  Ag5  1  0.36077432  0.84694462  0.51169361  1
  Ag  Ag6  1  0.13922568  0.34694462  0.01169361  1
  Ag  Ag7  1  0.63922568  0.15305538  0.48830639  1
  Te  Te8  1  0.14522795  0.96955575  0.24156334  1
  Te  Te9  1  0.64522795  0.53044425  0.25843666  1
  Te  Te10  1  0.85477205  0.03044425  0.75843666  1
  Te  Te11  1  0.35477205  0.46955575  0.74156334  1
",Ag2Te,-22.80484941,-0.095189872,0,0,,,4.21154626,0,0,0,0,0
32811,"# generated using pymatgen
data_Ag2Te
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.51491896
_cell_length_b   4.51491905
_cell_length_c   9.11108626
_cell_angle_alpha   108.04029370
_cell_angle_beta   108.04029284
_cell_angle_gamma   112.02774629
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ag2Te
_chemical_formula_sum   'Ag4 Te2'
_cell_volume   143.33138828
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.49962896  0.21571452  0.85767174  1
  Ag  Ag1  1  0.21571452  0.49962896  0.35767174  1
  Ag  Ag2  1  0.78428548  0.50037104  0.64232826  1
  Ag  Ag3  1  0.50037104  0.78428548  0.14232826  1
  Te  Te4  1  -0.00000000  -0.00000000  0.50000000  1
  Te  Te5  1  -0.00000000  -0.00000000  0.00000000  1
",Ag2Te,-22.76287371,-0.053214175,0.041975697,0,,,3.98570972,0,0,0,0,0
684798,"# generated using pymatgen
data_Ag2Te
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   9.63144100
_cell_length_b   4.78229200
_cell_length_c   8.31854804
_cell_angle_alpha   55.37376724
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ag2Te
_chemical_formula_sum   'Ag8 Te4'
_cell_volume   315.28945061
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.37529200  0.33182100  0.33279200  1
  Ag  Ag1  1  0.62470800  0.33182100  0.83279200  1
  Ag  Ag2  1  0.37305600  0.75288000  0.75597000  1
  Ag  Ag3  1  0.87528700  0.25264100  0.25066100  1
  Ag  Ag4  1  0.62694400  0.75288000  0.25597000  1
  Ag  Ag5  1  0.12471300  0.25264100  0.75066100  1
  Ag  Ag6  1  0.87641300  0.75344400  0.75001300  1
  Ag  Ag7  1  0.12358700  0.75344400  0.25001300  1
  Te  Te8  1  0.36993600  0.00137900  0.99408700  1
  Te  Te9  1  0.63006400  0.00137900  0.49408700  1
  Te  Te10  1  0.87963100  0.99113400  0.99977700  1
  Te  Te11  1  0.12036900  0.99113400  0.49977700  1
",Ag2Te,-22.76878559,-0.059126059,0.036063813,0,3.6124,3.6124,3.61242766,0.0013418,4.26E-06,0.00033545,0,0
685048,"# generated using pymatgen
data_Ag2Te
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.71827700
_cell_length_b   4.76607798
_cell_length_c   27.19236146
_cell_angle_alpha   92.53564589
_cell_angle_beta   91.95569654
_cell_angle_gamma   118.41828620
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ag2Te
_chemical_formula_sum   'Ag14 Te7'
_cell_volume   536.21890897
_cell_formula_units_Z   7
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.78083600  0.56480000  0.80084200  1
  Ag  Ag1  1  0.99840400  0.99634500  0.88616100  1
  Ag  Ag2  1  0.22777000  0.47531300  0.74436400  1
  Ag  Ag3  1  0.25680200  0.49142500  0.63959700  1
  Ag  Ag4  1  0.58807100  0.12380900  0.60831200  1
  Ag  Ag5  1  0.40853900  0.13865200  0.50827100  1
  Ag  Ag6  1  0.80456000  0.66491600  0.45215100  1
  Ag  Ag7  1  0.76477100  0.52480000  0.25683500  1
  Ag  Ag8  1  0.12297600  0.22748700  0.32958100  1
  Ag  Ag9  1  0.06329000  0.12525700  0.10161800  1
  Ag  Ag10  1  0.09457600  0.18660200  0.21750800  1
  Ag  Ag11  1  0.42019000  0.83827700  0.18372000  1
  Ag  Ag12  1  0.38037500  0.75791600  0.05404400  1
  Ag  Ag13  1  0.70217300  0.39989600  0.02241800  1
  Te  Te14  1  0.02550800  0.04305900  0.99376900  1
  Te  Te15  1  0.31443800  0.61843200  0.85941000  1
  Te  Te16  1  0.55810600  0.13725600  0.71273200  1
  Te  Te17  1  0.88962200  0.74810000  0.57119000  1
  Te  Te18  1  0.12525200  0.30922700  0.42966600  1
  Te  Te19  1  0.43902900  0.87203300  0.29448600  1
  Te  Te20  1  0.74214000  0.48325600  0.14360900  1
",Ag2Te,-22.74191926,-0.032259725,0.062930147,0,,,3.72983664,0.0093487,1.74E-05,0.001335529,0,0
28228,"# generated using pymatgen
data_Ag7Te4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   13.41100473
_cell_length_b   13.41100473
_cell_length_c   9.19866400
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000361
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ag7Te4
_chemical_formula_sum   'Ag35 Te20'
_cell_volume   1432.77502644
_cell_formula_units_Z   5
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.46160900  0.12542400  0.50000000  1
  Ag  Ag1  1  0.33618500  0.46160900  0.50000000  1
  Ag  Ag2  1  0.12542400  0.66381500  0.50000000  1
  Ag  Ag3  1  0.87457600  0.33618500  0.50000000  1
  Ag  Ag4  1  0.66381500  0.53839100  0.50000000  1
  Ag  Ag5  1  0.33618500  0.87457600  0.50000000  1
  Ag  Ag6  1  0.53839100  0.66381500  0.50000000  1
  Ag  Ag7  1  0.53839100  0.87457600  0.50000000  1
  Ag  Ag8  1  0.12542400  0.46160900  0.50000000  1
  Ag  Ag9  1  0.87457600  0.53839100  0.50000000  1
  Ag  Ag10  1  0.66381500  0.12542400  0.50000000  1
  Ag  Ag11  1  0.46160900  0.33618500  0.50000000  1
  Ag  Ag12  1  0.25401100  0.50802100  0.23511100  1
  Ag  Ag13  1  0.74598900  0.25401100  0.23511100  1
  Ag  Ag14  1  0.50802100  0.25401100  0.23511100  1
  Ag  Ag15  1  0.49197900  0.74598900  0.23511100  1
  Ag  Ag16  1  0.25401100  0.74598900  0.23511100  1
  Ag  Ag17  1  0.74598900  0.49197900  0.76488900  1
  Ag  Ag18  1  0.74598900  0.25401100  0.76488900  1
  Ag  Ag19  1  0.74598900  0.49197900  0.23511100  1
  Ag  Ag20  1  0.50802100  0.25401100  0.76488900  1
  Ag  Ag21  1  0.49197900  0.74598900  0.76488900  1
  Ag  Ag22  1  0.25401100  0.50802100  0.76488900  1
  Ag  Ag23  1  0.25401100  0.74598900  0.76488900  1
  Ag  Ag24  1  0.12237400  0.24474800  0.00000000  1
  Ag  Ag25  1  0.87762600  0.12237400  0.00000000  1
  Ag  Ag26  1  0.24474800  0.12237400  0.00000000  1
  Ag  Ag27  1  0.75525200  0.87762600  0.00000000  1
  Ag  Ag28  1  0.12237400  0.87762600  0.00000000  1
  Ag  Ag29  1  0.87762600  0.75525200  0.00000000  1
  Ag  Ag30  1  0.50000000  0.00000000  0.00000000  1
  Ag  Ag31  1  0.50000000  0.50000000  0.00000000  1
  Ag  Ag32  1  0.00000000  0.50000000  0.00000000  1
  Ag  Ag33  1  0.00000000  0.00000000  0.14537200  1
  Ag  Ag34  1  0.00000000  0.00000000  0.85462800  1
  Te  Te35  1  0.33905000  0.00000000  0.18808800  1
  Te  Te36  1  0.33905000  0.33905000  0.18808800  1
  Te  Te37  1  0.00000000  0.66095000  0.18808800  1
  Te  Te38  1  0.00000000  0.33905000  0.18808800  1
  Te  Te39  1  0.66095000  0.66095000  0.18808800  1
  Te  Te40  1  0.33905000  0.00000000  0.81191200  1
  Te  Te41  1  0.66095000  0.66095000  0.81191200  1
  Te  Te42  1  0.66095000  0.00000000  0.18808800  1
  Te  Te43  1  0.00000000  0.33905000  0.81191200  1
  Te  Te44  1  0.00000000  0.66095000  0.81191200  1
  Te  Te45  1  0.66095000  0.00000000  0.81191200  1
  Te  Te46  1  0.33905000  0.33905000  0.81191200  1
  Te  Te47  1  0.21237300  0.00000000  0.50000000  1
  Te  Te48  1  0.21237300  0.21237300  0.50000000  1
  Te  Te49  1  0.00000000  0.78762700  0.50000000  1
  Te  Te50  1  0.00000000  0.21237300  0.50000000  1
  Te  Te51  1  0.78762700  0.78762700  0.50000000  1
  Te  Te52  1  0.78762700  0.00000000  0.50000000  1
  Te  Te53  1  0.33333300  0.66666700  0.00000000  1
  Te  Te54  1  0.66666700  0.33333300  0.00000000  1
",Ag7Te4,-22.69113007,0.141600593,0.232463652,0,,,3.74791997,0.5267372,0.000367634,0.10534744,0,0
568761,"# generated using pymatgen
data_AgTe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.78356307
_cell_length_b   8.96352613
_cell_length_c   20.05097390
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AgTe
_chemical_formula_sum   'Ag16 Te16'
_cell_volume   859.73748956
_cell_formula_units_Z   16
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.42032903  0.99473660  0.07149005  1
  Ag  Ag1  1  0.69664477  0.25000000  0.84030859  1
  Ag  Ag2  1  0.57967097  0.49473660  0.92850995  1
  Ag  Ag3  1  0.19664477  0.75000000  0.65969141  1
  Ag  Ag4  1  0.28418493  0.75000000  0.43999208  1
  Ag  Ag5  1  0.07967097  0.99473660  0.57149005  1
  Ag  Ag6  1  0.78418493  0.25000000  0.06000792  1
  Ag  Ag7  1  0.42032903  0.50526340  0.07149005  1
  Ag  Ag8  1  0.92032903  0.49473660  0.42850995  1
  Ag  Ag9  1  0.21581507  0.75000000  0.93999208  1
  Ag  Ag10  1  0.57967097  0.00526340  0.92850995  1
  Ag  Ag11  1  0.07967097  0.50526340  0.57149005  1
  Ag  Ag12  1  0.30335523  0.75000000  0.15969141  1
  Ag  Ag13  1  0.71581507  0.25000000  0.56000792  1
  Ag  Ag14  1  0.80335523  0.25000000  0.34030859  1
  Ag  Ag15  1  0.92032903  0.00526340  0.42850995  1
  Te  Te16  1  0.54114595  0.01914898  0.65705226  1
  Te  Te17  1  0.04114595  0.98085102  0.84294774  1
  Te  Te18  1  0.70380352  0.75000000  0.26154020  1
  Te  Te19  1  0.79619648  0.75000000  0.76154020  1
  Te  Te20  1  0.04114595  0.51914898  0.84294774  1
  Te  Te21  1  0.79453871  0.75000000  0.51794870  1
  Te  Te22  1  0.20380352  0.25000000  0.23845980  1
  Te  Te23  1  0.54114595  0.48085102  0.65705226  1
  Te  Te24  1  0.45885405  0.51914898  0.34294774  1
  Te  Te25  1  0.20546129  0.25000000  0.48205130  1
  Te  Te26  1  0.45885405  0.98085102  0.34294774  1
  Te  Te27  1  0.70546129  0.75000000  0.01794870  1
  Te  Te28  1  0.95885405  0.01914898  0.15705226  1
  Te  Te29  1  0.29619648  0.25000000  0.73845980  1
  Te  Te30  1  0.29453871  0.25000000  0.98205130  1
  Te  Te31  1  0.95885405  0.48085102  0.15705226  1
",AgTe,-23.45730166,-0.070750934,0.00064147,0.2411,4.5999,4.3588,4.40251082,0,0,0,0,0
1229041,"# generated using pymatgen
data_AgTe3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.13583700
_cell_length_b   3.13583700
_cell_length_c   12.68192800
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AgTe3
_chemical_formula_sum   'Ag1 Te3'
_cell_volume   124.70740533
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.00000000  0.00000000  0.00000000  1
  Te  Te1  1  0.00000000  0.00000000  0.21363400  1
  Te  Te2  1  0.00000000  0.00000000  0.50000000  1
  Te  Te3  1  0.00000000  0.00000000  0.78636600  1
",AgTe3,-24.3787445,0.023143023,0.058839225,0,,,5.54769527,0.0047099,3.78E-05,0.0047099,0,0
28246,"# generated using pymatgen
data_AgTe3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.28623152
_cell_length_b   5.28623271
_cell_length_c   5.28623278
_cell_angle_alpha   109.43133409
_cell_angle_beta   109.43133010
_cell_angle_gamma   109.43134707
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AgTe3
_chemical_formula_sum   'Ag1 Te3'
_cell_volume   113.88237041
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.00438178  0.00438178  0.00438178  1
  Te  Te1  1  0.50643919  0.00663883  0.50643919  1
  Te  Te2  1  0.50643919  0.50643919  0.00663883  1
  Te  Te3  1  0.00663883  0.50643919  0.50643919  1
",AgTe3,-24.41900649,-0.017118974,0.018577228,0,,,5.77630196,0,0,0,0,0
1095694,"# generated using pymatgen
data_Ag2S
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.33345009
_cell_length_b   6.93261907
_cell_length_c   7.29687512
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ag2S
_chemical_formula_sum   'Ag8 S4'
_cell_volume   219.21388061
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.00805365  0.77395280  0.64230075  1
  Ag  Ag1  1  0.49194635  0.22604720  0.14230075  1
  Ag  Ag2  1  0.99194635  0.27395280  0.85769925  1
  Ag  Ag3  1  0.50805365  0.72604720  0.35769925  1
  Ag  Ag4  1  0.84573508  0.88815392  0.04371944  1
  Ag  Ag5  1  0.65426492  0.11184608  0.54371944  1
  Ag  Ag6  1  0.15426492  0.38815392  0.45628056  1
  Ag  Ag7  1  0.34573508  0.61184608  0.95628056  1
  S  S8  1  0.12200601  0.00369636  0.34295608  1
  S  S9  1  0.37799399  0.99630364  0.84295608  1
  S  S10  1  0.87799399  0.50369636  0.15704392  1
  S  S11  1  0.62200601  0.49630364  0.65704392  1
",Ag2S,-17.00843278,-0.092848325,0.025204923,0,,,3.38486929,0,0,0,0,0
1102900,"# generated using pymatgen
data_Ag2S
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.55434870
_cell_length_b   7.02112400
_cell_length_c   8.30026798
_cell_angle_alpha   90.00000000
_cell_angle_beta   88.23123494
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ag2S
_chemical_formula_sum   'Ag8 S4'
_cell_volume   265.28827829
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.74426200  0.53973400  0.23120500  1
  Ag  Ag1  1  0.24426200  0.96026600  0.73120500  1
  Ag  Ag2  1  0.25573800  0.46026600  0.76879500  1
  Ag  Ag3  1  0.75573800  0.03973400  0.26879500  1
  Ag  Ag4  1  0.23166000  0.82372700  0.07126300  1
  Ag  Ag5  1  0.73166000  0.67627300  0.57126300  1
  Ag  Ag6  1  0.76834000  0.17627300  0.92873700  1
  Ag  Ag7  1  0.26834000  0.32372700  0.42873700  1
  S  S8  1  0.42355700  0.78408200  0.34507200  1
  S  S9  1  0.92355700  0.71591800  0.84507200  1
  S  S10  1  0.57644300  0.21591800  0.65492800  1
  S  S11  1  0.07644300  0.28408200  0.15492800  1
",Ag2S,-16.98814306,-0.072558606,0.045494642,1.184,2.9976,1.8136,1.81360318,0.002394,9.02E-06,0.0005985,0,0
1229090,"# generated using pymatgen
data_Ag2S
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.41798620
_cell_length_b   4.41798620
_cell_length_c   4.41798620
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ag2S
_chemical_formula_sum   'Ag2 S1'
_cell_volume   60.97587858
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.75000000  0.75000000  0.75000000  1
  Ag  Ag1  1  0.25000000  0.25000000  0.25000000  1
  S  S2  1  0.00000000  0.00000000  0.00000000  1
",Ag2S,-16.95671053,-0.041126076,0.076927172,0,,,2.91012796,3.52E-05,5.77E-07,3.52E-05,0,0
